user_id,event_id,interaction_type,weight,created_at,updated_at,original_user_id,original_event_id
3023c74e938e5aa0ea442ed5,5d060991e9e7f6ce4c84d2ed,attended,1.0,2023-09-23T03:14:34Z,2023-09-23T03:14:34Z,5dfba8c8ffb5fdcfcd51c3fb,ea861e1032cdd6a58c84ebb4
042f837fa5494203ecd4d9c8,8f6f0225ce19cceb33f16bb6,view,0.3,2023-10-12T00:19:14Z,2023-10-12T00:19:14Z,feded6c456ed7a94a893cfbc,0fbc0a0bd3a806e62c2e0bdf
755fc7a21a91f1a3ffd4f46e,f02bf515fad3d491845a6f27,book,0.75,2024-02-04T10:16:56Z,2024-02-04T10:16:56Z,ff7f720ee3cac468fc9aba5d,c02b21549b0d6d874bade78b
4cdfce5f8bf8071aab9a5f85,b44b79a8ca966bf1c2f8fd32,view,0.3,2024-03-01T18:09:26Z,2024-03-01T18:09:26Z,4ec7c7fcb9ed638bbcc0bdae,f77a9be4ecded0c813dfe9ba
bc9c5da92796f0e729d5a574,6f1fa6c4d0ccdf6b006e01bd,book,0.75,2023-11-26T11:15:48Z,2023-11-26T11:15:48Z,ffd8959ae71d8e6feb1a7ac5,ac0b165c477ee79aa3bc41b6
e39e99ac93bc7bd5fae0d9f0,fec1c77ba417e1701aee585e,view,0.3,2023-07-01T21:31:02Z,2023-07-01T21:31:02Z,58a6d18d1bee4db5a0e9cb1c,0ec2874ca3cc675e68b129ee
2cee28927fdff0f5dc979b33,fec459f7b99414ea952b9f12,search,0.55,2024-04-17T12:07:17Z,2024-04-17T12:07:17Z,50eebb913af31d5a8d8fbea2,74b1b4adc8c3ba29afd9ae4d
ff25daff2fc7899e346fa0da,45a60204caea718838072982,attended,1.0,2023-03-08T11:41:52Z,2023-03-08T11:41:52Z,45541d1aa37c9feb6b19988d,28f3298feede6ddc3ddfdfb5
f15d2ab02524ec6efc6c7d7c,fda9ee14b8d96bb7a330e0df,book,0.75,2023-08-23T19:48:40Z,2023-08-23T19:48:40Z,f65b591ece8b2aceaa68a85d,0c63e02ee7abfa5d6b1aebec
cf321df8bcf2e0e0a0c32dd2,19cb40ef2f0e394c8ec20ceb,book,0.75,2023-09-02T12:24:49Z,2023-09-02T12:24:49Z,556334dca4031ffb6a91ddcd,6c03703edb81a4baaeadb3cc
ca3366aa4d6b3afa01101271,ae516fbf7645691e190c8a44,search,0.55,2024-04-08T17:14:51Z,2024-04-08T17:14:51Z,84c1ebc1be0f7bafededa0a2,af05dfe14d03c820b06dade6
2df794f723475956b632f920,0df3cc1a0ce21f0c17809909,search,0.55,2024-02-07T07:07:28Z,2024-02-07T07:07:28Z,32ad723a4eaf67f3542dc3b3,fcfcecf1e6a79adcabf72aba
6209bd3f1b2d79d455cf8264,dd0aa4d23429a8e7b3aaecf8,search,0.55,2023-09-24T08:02:50Z,2023-09-24T08:02:50Z,46980c9550baf434bc8df7bb,caf4d067a3e8a2546bdedda4
f5473626657bac9e1e55fbc8,e282c5dd003356c5900038d3,search,0.55,2023-06-18T02:27:58Z,2023-06-18T02:27:58Z,d2acbd7efdad5dcc1e4e371b,0daead1d44ccea7a5b7abc6c
74ab6f1a71dd2438bf725e97,b56c529f8ab7075f2b1c2c09,search,0.55,2023-06-13T10:47:35Z,2023-06-13T10:47:35Z,4b622aa1cb7ce7bebd0bc53f,8cacff4bfa061cf3f5ea0ca9
76df56a2b96dc2ebf3f1f57b,55d38400a2877b8637aaaacb,search,0.55,2024-04-26T17:16:51Z,2024-04-26T17:16:51Z,f43beb2bf10f3eeb9ef57fe7,8cacff4bfa061cf3f5ea0ca9
fc7236bb2adbceb10456ec91,ccf6a86d01cb8c52c407a56b,view,0.3,2024-02-11T06:02:47Z,2024-02-11T06:02:47Z,6bd5bf3bd5af83d741b3a8a0,2d54bbb4cdddfcfabf1c9d2a
cf8e90c4624c6d62abea8a13,8277dfef4a6d6a82e844a5ae,book,0.75,2023-09-13T16:17:40Z,2023-09-13T16:17:40Z,ce2ed2afededa3e2d9a28bed,3ebdcaa508b4b56abab7891b
0e03ad260e6fcb425c630642,e37a679191e0b859dcff8ade,view,0.3,2023-12-29T05:13:38Z,2023-12-29T05:13:38Z,a579b0cae3de90c85b1bd614,b5f4902e0e2aec2cfe0e68bc
dd338ad752bdd0ef936c51f8,821db9868ee60a89a4fcebed,view,0.3,2024-02-09T10:16:34Z,2024-02-09T10:16:34Z,bdbca71546d69ecfe4cd2f00,961d089dd77c4edfab26e0b9
0177ef02b3c8a4f0e8f880ea,d2296c8cbb59f7a8b9f0f395,view,0.3,2024-03-11T02:00:45Z,2024-03-11T02:00:45Z,32dba2ae0cebfc5dd88bbc31,f466b0c4c9e7d28dfbeeda3a
e76e892c076e91af32e21045,26a1605550ba9a32a7b77384,book,0.75,2023-02-15T16:49:48Z,2023-02-15T16:49:48Z,0bbd5fb0a5aaf19d36ef1fef,990edcf1d422a0e4d0e807d4
9d10ddccf512472a87799820,6656a9ef9ac0550e87818eb0,search,0.55,2024-04-11T03:40:24Z,2024-04-11T03:40:24Z,7beb03bfbe425ffd997eb0c4,735cbaf34d70310eed7e5b0b
f746ed01c447ec71d9ac79bb,e71a4ada6a77c763be27f720,search,0.55,2024-02-16T06:31:31Z,2024-02-16T06:31:31Z,dddf6fb0efbbe9d64c63bbda,8d3b64a0783538ecf685adc8
04c1c1e5c490ea83c660a8b7,f3ee94f05c597eeee3db8679,search,0.55,2024-03-06T15:19:21Z,2024-03-06T15:19:21Z,4eaaabdef3f190676b5aa2b5,ce1fb8ab4fa7e4d0c4eb8c0b
c5313fdba0559239cd723834,9c83d56eec4554fab961279f,view,0.3,2023-09-22T02:29:52Z,2023-09-22T02:29:52Z,ba27aaecbceb5beda7ff2324,d905bec5bf28ab037db8a6c3
890adf0826fb4128939f24fd,761c2c4b97e88aba9d557cff,view,0.3,2024-02-20T12:57:47Z,2024-02-20T12:57:47Z,ba97ae8d190adc9f8ffa9410,e458aae3d16fb22418916f08
d8a64267ac134dcaa3ef17b3,a5d4f1640f37eed5530d1845,book,0.75,2023-07-15T21:54:09Z,2023-07-15T21:54:09Z,3c0213d9dd0ecbbf87e8bb8c,f0acaadda3eaf3ed8bc6ebfc
c4b5f78d4ea9e0189067720d,14bea64c1f55ab6547cbbd01,attended,1.0,2023-04-13T23:53:06Z,2023-04-13T23:53:06Z,225e1b33c73dffbc80d4cb4f,a235804535ba4410c17c628a
8825af28e1b15d8753cb1088,aa87c90835f05233a7f70803,search,0.55,2024-05-10T18:06:42Z,2024-05-10T18:06:42Z,483190fbf027bb9effaeaebe,06dddb33ebffb2ecaccab162
9e2031640d42fe122fdabd42,e282c5dd003356c5900038d3,attended,1.0,2024-04-24T18:16:20Z,2024-04-24T18:16:20Z,a41aaca2ea0d3144aea581c3,daa2aed0b4cd3b1f9ef39c14
a342897f908bac825741cb4f,c93698e4e53c09c97ecdabc5,book,0.75,2023-01-15T02:29:44Z,2023-01-15T02:29:44Z,ddc6adf3d4dd98cad55a3d6a,df66cfbea359deca527c0b1e
8e66fc1322f66c11e6af5cb7,7d7f98692108e5877f53963d,view,0.3,2023-12-02T20:52:02Z,2023-12-02T20:52:02Z,3b2e4e4c09e95f5fa73bc79c,cff4ead777c4bdf74db48934
f9684b2251a7e0cb4c982de1,a47362d0a20c20b01e98cc76,view,0.3,2023-02-22T03:16:37Z,2023-02-22T03:16:37Z,5b7de4e00cafceed3d4e96eb,beea1d5ae469c85bfbbbb813
2bf8defbe2097c27a2fd84e0,1199bd54460e9d85505ab7b5,view,0.3,2023-09-17T13:49:04Z,2023-09-17T13:49:04Z,d6b1c72336bcbb26b262d5a2,eeffcd3b2fcaaca1c6e6951f
cf9ac810844c4655d9eb6910,99a9039ac1448dcf58b178cf,search,0.55,2023-02-10T01:50:02Z,2023-02-10T01:50:02Z,2bfe1c017a48334481e4dcea,b971d76adf4ddeddcf08bbd7
b557c8d3b12c93f585031299,202473c839fe8f0580b6baa1,attended,1.0,2024-05-02T08:01:04Z,2024-05-02T08:01:04Z,1bd68ecfbfdf3eccb0d8f00a,8b548e20690aad189c97eb31
b77072409ef9109b3f81a173,bf8dc43cd67cdb8da856afb9,book,0.75,2023-09-16T21:08:04Z,2023-09-16T21:08:04Z,1bd68ecfbfdf3eccb0d8f00a,2395defe5b59fa6e710d4d7e
ab3ea39392c928125e49910b,bfcd677cb0b5c59372e72ff5,view,0.3,2023-03-22T21:43:21Z,2023-03-22T21:43:21Z,329dcfdf37babab4a7dc3eff,d60c4f0375a48b05beb5a9ad
5cac3416cea4ffc30f947fb4,c7c4a694e0278266a09cb430,book,0.75,2023-10-22T07:22:28Z,2023-10-22T07:22:28Z,a26df92beb90fdfa0a5f35bc,fc41846499e14edf098bd26f
20458a70589f34f86554fcfe,2b3d07e4561826ea95a42216,view,0.3,2023-07-13T15:22:58Z,2023-07-13T15:22:58Z,cfacdd9b9feda119521f5c7c,04af63fc85a957a01bab85b7
560b18f909d8d68937733b73,e62e062e08e6a701a5823e74,book,0.75,2023-01-15T22:11:45Z,2023-01-15T22:11:45Z,674892afbce97ddf172f661f,955e538dff99aebaebe648cc
4389482a66df9e83d125416d,c2820c3fbca5b9e3c28f612c,search,0.55,2023-09-09T09:20:14Z,2023-09-09T09:20:14Z,0d8e5516b4cee395f9cfeccf,6d4fdf6e0679e15eeb0c7faa
a03ac8a2ab80ec3968308efd,334e77a87c1f08e187f2477f,view,0.3,2023-01-30T00:54:29Z,2023-01-30T00:54:29Z,f5bc46dc78cbca6ead0c87bd,70aedfbcc52bf4bb02edadfb
0d1f824b469416acf3010dbd,951e8d75a340e861f0c8731a,view,0.3,2024-04-25T01:22:41Z,2024-04-25T01:22:41Z,bf1b1c5bbf1ec8ab90d938d0,f93dabbf3fca35c8f8203e77
50833b6940569d3a3a59b7e1,f6343090df70f8fe6fb10243,book,0.75,2023-07-06T09:54:52Z,2023-07-06T09:54:52Z,bb5de37ce5d3e44b8efed6c4,b621dee2361d8bc23c04b274
c1806b031fd4a1cb162dd18d,5dd14f78c4f7e42c284bcd28,search,0.55,2023-05-10T21:51:07Z,2023-05-10T21:51:07Z,4dbe8430e92acb749f9ee1cb,8c79e0a3cff6c90323bdd92f
bc9c5da92796f0e729d5a574,6ce712690b6427eb1714d1c5,book,0.75,2023-04-28T10:05:40Z,2023-04-28T10:05:40Z,6b6acd08c4cc0c6e5558f58d,ab9debb1dccff8aecceedd4a
cf321df8bcf2e0e0a0c32dd2,493497836cb0512c4ddf4b12,view,0.3,2023-04-05T18:03:53Z,2023-04-05T18:03:53Z,53e70fa6b90fc13b1f2727ce,4f2bf495d5eff11a2daa8dfa
c4f54a955f39e3d317c35170,813cc416d04e31f52f3a20c8,view,0.3,2024-05-10T00:07:38Z,2024-05-10T00:07:38Z,99fc69f8f8cbdd3fd4c850b3,3037a40c7deb4bab2dfafdc8
75001ffa200b9534c05fb39d,09cde9436216c5eda3aaebf6,view,0.3,2024-01-22T14:40:23Z,2024-01-22T14:40:23Z,17f7f9fab8baed659e41ca5d,77aea07bfa2cb15b78708a8f
f992746b2cd7050492238fd6,dbf185640f0ddb27920ba125,view,0.3,2023-08-17T08:22:58Z,2023-08-17T08:22:58Z,b70c4dd51f087edbb6bfa091,f86c3a25495ad4724b56db4a
1ab162d05561afc0289e1533,3aca89ae85db34a39ae757cf,search,0.55,2023-02-09T02:08:05Z,2023-02-09T02:08:05Z,d1d2cb1f845fda7efd287339,9f9a94e58fbcf7ccd51ca7d4
58cd5d84221d5be0655b9d08,f5b8936daf6b412d476ef2fe,view,0.3,2024-04-01T23:10:41Z,2024-04-01T23:10:41Z,e18af75a7bfab69b90f84fd8,ebbaa1c6bbfb95bd9f2efeec
5087165549c9561dbdc8f4f4,fdbadd338f78ba67ef728f81,attended,1.0,2024-03-01T00:38:11Z,2024-03-01T00:38:11Z,c0bc03d7a6c202cfe1e1ec78,1647a0df8ffaafabf96c423c
6bb6635478aad68bfd2b8740,ba70f12f52aced1c867cc3a0,search,0.55,2023-01-05T13:21:48Z,2023-01-05T13:21:48Z,49ea4bf2818553a0db3e2dce,7c7a2b9caea4ef894c8a1cf4
a582266c6072fb5963f212ce,afe4a1f841e1e205a4c854c2,search,0.55,2023-01-23T20:51:35Z,2023-01-23T20:51:35Z,dbe92d9dcecc64c7b3c33e09,6f5aa6d910953ec8fdee01af
3171bdcb7999c60c75d39f6a,687363ddc1fc12cb73e89207,view,0.3,2023-11-12T11:56:13Z,2023-11-12T11:56:13Z,cafe690c4aeccf165fe0dd4c,0ec2874ca3cc675e68b129ee
de35737dd6c96d37fe379295,41d98fe41629d9643667a011,view,0.3,2023-07-20T20:01:30Z,2023-07-20T20:01:30Z,f48faeebb8dabab5eff8d325,48df469becadfadad8f5696b
853d69aa8036e535a4d3a8c0,9a73d7628b17f26da7bd6163,book,0.75,2023-09-05T03:04:40Z,2023-09-05T03:04:40Z,6eeb9ccd4fbedec0441be8db,8beb846a86a5d8b95d07f86c
b6026530f0c250d5315a9315,1f067ef1b2db1abd61a5f55c,view,0.3,2023-06-24T04:00:18Z,2023-06-24T04:00:18Z,b4ea64dbd40c7b1ffb607e58,479cd6ddf18184ef12e4cebb
31ddeb4dbe4b656c4a0ab137,7f952db83ec7ec2a7793ffe6,book,0.75,2023-10-14T06:00:44Z,2023-10-14T06:00:44Z,a9c55bcd1a97f7a85af7adea,4ce8fa4d30c465349eaea33a
537092e51ae7b75d375b185c,1b25c7c23235df10df222c7d,search,0.55,2024-01-28T09:51:42Z,2024-01-28T09:51:42Z,b1ea210cb5804fc2e138cacc,e23eaceab3c275ea3defb147
5eb5b442733dc7a3ff5edee7,aa808fc7efadf6700b8c48b8,view,0.3,2023-01-26T06:58:32Z,2023-01-26T06:58:32Z,0d1f4c7bb9aacd23feaaffb4,70eaf7fe8783e9971549ec49
6061084da6cc87eb5430a1e2,fdbadd338f78ba67ef728f81,view,0.3,2024-02-17T14:47:22Z,2024-02-17T14:47:22Z,8a9ecbde4fc298de649e3d68,cecb19fb1afdcd1fab65bc4e
f66b02033eddb7c8bb4e0bc4,c6d3ef9000cb038684cf457e,search,0.55,2023-02-15T15:33:55Z,2023-02-15T15:33:55Z,b6ef759f71ca6b3d3408d5d5,b971d76adf4ddeddcf08bbd7
d30ed076d74518b61a8d6658,044e7ed5d68e564a21d3748a,search,0.55,2024-01-06T18:49:01Z,2024-01-06T18:49:01Z,5d9f9d229c26982dc21daaec,afaaf38590fc15de923a461f
bcfad9dae9f70757bfb2abfc,42f4545539d0bd5f5f3ed87b,view,0.3,2023-01-03T13:22:19Z,2023-01-03T13:22:19Z,abe04c3d686b55fac69e5eff,5e6e2c8cece1eaffadc0df33
db22cbf32f5fa7d04a444295,cc244ce1413726a66da899fc,view,0.3,2024-03-02T00:15:07Z,2024-03-02T00:15:07Z,5d9f9d229c26982dc21daaec,48df469becadfadad8f5696b
d502c70910cbd986abffc770,b0f0de04a47f11b277f9d117,view,0.3,2024-04-01T09:10:35Z,2024-04-01T09:10:35Z,1a90780432c8dfaecb03afef,7a30f56ddeffedf1ce2de4bd
642a37bc1aa87c26b219683e,e6ae70bee2126b27c3e1078e,search,0.55,2023-09-01T18:01:39Z,2023-09-01T18:01:39Z,2aaa2ed862d1d0b8c516ebf1,eaa8ba6bcfbbd0772efcda8b
680c0cb340966cfab0f43cff,f2d5c9aa63eb3a60312119f0,view,0.3,2023-02-15T17:32:43Z,2023-02-15T17:32:43Z,eef4aadd4b0b4e2f2d656ce0,5d9720effe9a4abf84be42ee
75678f9034810547b15910e3,74c05e3b5ae895854704968f,book,0.75,2023-04-30T17:42:00Z,2023-04-30T17:42:00Z,8842ac3f496b2764cd510d23,e2ef19bffc984c0faa0bd8b2
a141b15490c353ec3c99df30,ef31ff6b4d587e418e79f4eb,view,0.3,2023-10-27T03:24:57Z,2023-10-27T03:24:57Z,c4d5c0acf1bfdf8ff080c050,b621dee2361d8bc23c04b274
5cb89b5abcfdf3243b9b6030,10417a957620c6406041a869,book,0.75,2023-12-21T22:56:47Z,2023-12-21T22:56:47Z,fbc40f0ee84c38cfefcec0cd,393e2bcc7edeb38d1fec84bb
143b25c4f38e24adc6c4648b,60df32044aadbdb082eacf2a,view,0.3,2024-01-05T15:33:46Z,2024-01-05T15:33:46Z,11b7a0c8e59bb66ee61b84d9,263f3fbc94a388cc4e2e648c
c26d324fd2344fc1172a6a37,3d1ec7414838be38b22f3bc2,attended,1.0,2024-03-18T17:24:45Z,2024-03-18T17:24:45Z,aab5d7cc3ea2edb951ff2fad,1647a0df8ffaafabf96c423c
cc11da7bbea54e4b5cb042f2,7c7f5cae9da587bed293b44b,attended,1.0,2023-03-31T22:04:22Z,2023-03-31T22:04:22Z,cadf8deeb3a4cbbb3cf7ce9b,edce8a91c2f1b8f06e21d314
5d0267881f0efd1672f56a0b,d919f30f6a6c6d44561289e2,book,0.75,2023-11-10T03:04:35Z,2023-11-10T03:04:35Z,fe7f21d7cdfeabf4ecea10a9,e04a689db83e0f4f7cab5d7d
e0da30ded374d187a1262550,e8ea90d0b7b711a13113da7c,book,0.75,2023-04-13T08:13:49Z,2023-04-13T08:13:49Z,d9ae5d3d88a98a2beb6909ae,c3e2ebffeacbce38cfaacbfe
c19755ca37d850ef3e376339,a93ee0502e8692162fb8e121,book,0.75,2024-01-09T19:18:15Z,2024-01-09T19:18:15Z,d42b66c570acfe7aa6af85ea,1e91bf43447eb60b5cee593d
185dd59f556cec8715a4068f,f1bb47d10a022af8f59d6320,attended,1.0,2024-02-17T09:08:13Z,2024-02-17T09:08:13Z,edf1b4e679f8b31a7aa1f997,d2a6ef14361f1941b8d42493
6bcf45b7d0ab454cfe83e0dd,8c77432cd4dc4ade4486ba0e,view,0.3,2023-10-25T00:13:02Z,2023-10-25T00:13:02Z,1a9c2ed73db0e6eb1ab35224,3ba7c9e2300fce30bc0e0d8b
cfa9c6fa34680e7099f4ad94,c9ccb192c0a5f6ffc80441a9,search,0.55,2024-02-23T06:07:53Z,2024-02-23T06:07:53Z,eefae3a9e0ee9b61bf022bea,fcfcecf1e6a79adcabf72aba
bdea77455da88ce865b39fb0,fbbc7712c0102695231a8fe8,search,0.55,2023-05-30T15:19:14Z,2023-05-30T15:19:14Z,271cda49db6e1fec9b3fe853,1d0a1df3cdcbbc66a226b6ea
38927d7a19c712f1e0a9951b,9a3b10d676a871fc7ee9d7b5,view,0.3,2024-01-13T20:06:31Z,2024-01-13T20:06:31Z,16e2df54f1ea4ee909615f80,7ffb8a2fbd05f39265f7cf00
153e36b102c3caff00518c02,c77ac4cd2a7ef905dfd7aa54,search,0.55,2023-10-16T16:51:57Z,2023-10-16T16:51:57Z,301ea53d60250c6f83cedf63,ddeda592eafbac6b5f6bd011
2c1fed013b153dc643822bd4,4cd64f64b3cbe10ad9b17734,attended,1.0,2023-04-09T07:22:17Z,2023-04-09T07:22:17Z,bcc9676ec8cfdfd60ba694e7,fa48bf91aafb2d86aeabe70c
519268e27f2327cd3345ff9c,cd00a72216ecd21f878404d1,search,0.55,2023-03-26T18:02:00Z,2023-03-26T18:02:00Z,334ab02fe4dcefafdf3e3ed5,9eacff1be3b724796f183259
